code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC3 A6 01 03;Reserves;SEC3 A6 01 Reserves;horizontal;;n/a;n/a
SEC3 A6 01 50;Personnel policy and management;SEC3 A6 01;horizontal;;p.m.;p.m.
SEC3 A6 01 50;Reserves;SEC3 A6 01 Reserves;horizontal;;n/a;n/a
SEC3 A6 01 51;Infrastructure policy and management;SEC3 A6 01;horizontal;;p.m.;p.m.
SEC3 A6 01 51;Reserves;SEC3 A6 01 Reserves;horizontal;;n/a;n/a
SEC3 A6 01 60;Documentation and library expenditure;SEC3 A6 01;horizontal;;p.m.;p.m.
SEC3 A6 01 60;Reserves;SEC3 A6 01 Reserves;horizontal;;n/a;n/a
SEC3 A6 10;RESERVES;SEC3 A6;horizontal;;;
SEC3 A6 10;Reserves;SEC3 A6 Reserves;horizontal;;;
SEC3 A6 10 01;Provisional appropriations;SEC3 A6 10;reserve;;p.m.;p.m.
SEC3 A6 10 01;Reserves;SEC3 A6 10 Reserves;reserve;;n/a;n/a
SEC3 A6 10 02;Contingency reserve;SEC3 A6 10;;5.2.3X;p.m.;p.m.
SEC3 A6 10 02;Reserves;SEC3 A6 10 Reserves;;5.2.3X;n/a;n/a
SEC3 A7;Office for Infrastructure and Logistics — Luxembourg;;horizontal;;24.539.000;24.539.000
SEC3 A7;Reserves;;horizontal;;;
SEC3 A7 01;ADMINISTRATIVE EXPENDITURE;SEC3 A7;horizontal;;24.539.000;24.539.000
SEC3 A7 01;Reserves;SEC3 A7 Reserves;horizontal;;;
SEC3 A7 01 01;Expenditure related to officials and temporary staff;SEC3 A7 01;horizontal;;12.354.000;12.354.000
SEC3 A7 01 01;Reserves;SEC3 A7 01 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 02;External personnel and other management expenditure;SEC3 A7 01;horizontal;;6.862.000;6.862.000
SEC3 A7 01 02;Reserves;SEC3 A7 01 Reserves;horizontal;;;
SEC3 A7 01 02 01;External personnel;SEC3 A7 01 02;horizontal;;6.562.000;6.562.000
SEC3 A7 01 02 01;Reserves;SEC3 A7 01 02 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 02 11;Other management expenditure;SEC3 A7 01 02;horizontal;;300.000;300.000
SEC3 A7 01 02 11;Reserves;SEC3 A7 01 02 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 03;Buildings and related expenditure;SEC3 A7 01;horizontal;;5.323.000;5.323.000
SEC3 A7 01 03;Reserves;SEC3 A7 01 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 50;Personnel policy and management;SEC3 A7 01;horizontal;;p.m.;p.m.
SEC3 A7 01 50;Reserves;SEC3 A7 01 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 51;Infrastructure policy and management;SEC3 A7 01;horizontal;;p.m.;p.m.
SEC3 A7 01 51;Reserves;SEC3 A7 01 Reserves;horizontal;;n/a;n/a
SEC3 A7 01 60;Documentation and library expenditure;SEC3 A7 01;horizontal;;p.m.;p.m.
SEC3 A7 01 60;Reserves;SEC3 A7 01 Reserves;horizontal;;n/a;n/a
SEC3 A7 10;RESERVES;SEC3 A7;horizontal;;;
SEC3 A7 10;Reserves;SEC3 A7 Reserves;horizontal;;;
SEC3 A7 10 01;Provisional appropriations;SEC3 A7 10;reserve;;p.m.;p.m.
SEC3 A7 10 01;Reserves;SEC3 A7 10 Reserves;reserve;;n/a;n/a
SEC3 A7 10 02;Contingency reserve;SEC3 A7 10;;5.2.3X;p.m.;p.m.
SEC3 A7 10 02;Reserves;SEC3 A7 10 Reserves;;5.2.3X;n/a;n/a
SEC4;SECTION IV — COURT OF JUSTICE OF THE EUROPEAN UNION;;;n/a;n/a;n/a
SEC4;Reserves;;;n/a;n/a;n/a
SEC4 E;EXPENDITURE;;;;355.367.500;355.367.500
SEC4 E;Reserves;;;;;
SEC4 1;PERSONS WORKING WITH THE INSTITUTION;SEC4 E;;;268.860.000;268.860.000
SEC4 1;Reserves;SEC4 E Reserves;;;;
SEC4 1 0;MEMBERS OF THE INSTITUTION;SEC4 1;;;33.749.500;33.749.500
SEC4 1 0;Reserves;SEC4 1 Reserves;;;;
SEC4 1 0 0;Remunerations and other entitlements;SEC4 1 0;;;23.738.000;23.738.000
SEC4 1 0 0;Reserves;SEC4 1 0 Reserves;;;;
SEC4 1 0 0 0;Remunerations and allowances;SEC4 1 0 0;;5.2.41;23.185.000;23.185.000
SEC4 1 0 0 0;Reserves;SEC4 1 0 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 0 2;Entitlements on entering the service, transfer and leaving the service;SEC4 1 0 0;;5.2.41;553.000;553.000
SEC4 1 0 0 2;Reserves;SEC4 1 0 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 2;Temporary allowances;SEC4 1 0;;5.2.41;2.579.000;2.579.000
SEC4 1 0 2;Reserves;SEC4 1 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 3;Pensions;SEC4 1 0;;5.2.41;6.700.000;6.700.000
SEC4 1 0 3;Reserves;SEC4 1 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 4;Missions;SEC4 1 0;;5.2.41;293.000;293.000
SEC4 1 0 4;Reserves;SEC4 1 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 6;Training;SEC4 1 0;;5.2.41;439.500;439.500
SEC4 1 0 6;Reserves;SEC4 1 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 0 9;Provisional appropriation;SEC4 1 0;;5.2.41;p.m.;p.m.
SEC4 1 0 9;Reserves;SEC4 1 0 Reserves;;5.2.41;n/a;n/a
SEC4 1 2;OFFICIALS AND TEMPORARY STAFF;SEC4 1;;;212.686.000;212.686.000
SEC4 1 2;Reserves;SEC4 1 Reserves;;;;
SEC4 1 2 0;Remunerations and other entitlements;SEC4 1 2;;;212.456.000;212.456.000
SEC4 1 2 0;Reserves;SEC4 1 2 Reserves;;;;
SEC4 1 2 0 0;Remunerations and allowances;SEC4 1 2 0;;5.2.421;209.556.000;209.556.000
SEC4 1 2 0 0;Reserves;SEC4 1 2 0 Reserves;;5.2.421;n/a;n/a
SEC4 1 2 0 2;Paid overtime;SEC4 1 2 0;;5.2.421;689.500;689.500
SEC4 1 2 0 2;Reserves;SEC4 1 2 0 Reserves;;5.2.421;n/a;n/a
SEC4 1 2 0 4;Entitlements related to entering the service, transfer and leaving the service;SEC4 1 2 0;;5.2.423;2.210.500;2.210.500
SEC4 1 2 0 4;Reserves;SEC4 1 2 0 Reserves;;5.2.423;n/a;n/a
SEC4 1 2 2;Allowances upon early termination of service;SEC4 1 2;;;230.000;230.000
SEC4 1 2 2;Reserves;SEC4 1 2 Reserves;;;;
SEC4 1 2 2 0;Allowances for staff retired in the interests of the service;SEC4 1 2 2;;5.2.421;230.000;230.000
SEC4 1 2 2 0;Reserves;SEC4 1 2 2 Reserves;;5.2.421;n/a;n/a
SEC4 1 2 2 2;Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff;SEC4 1 2 2;;5.2.421;p.m.;p.m.
SEC4 1 2 2 2;Reserves;SEC4 1 2 2 Reserves;;5.2.421;n/a;n/a
SEC4 1 2 9;Provisional appropriation;SEC4 1 2;;5.2.421;p.m.;p.m.
SEC4 1 2 9;Reserves;SEC4 1 2 Reserves;;5.2.421;n/a;n/a
SEC4 1 4;OTHER STAFF AND EXTERNAL SERVICES;SEC4 1;;;16.977.000;16.977.000
SEC4 1 4;Reserves;SEC4 1 Reserves;;;;
SEC4 1 4 0;Other staff and external persons;SEC4 1 4;;;16.977.000;16.977.000
SEC4 1 4 0;Reserves;SEC4 1 4 Reserves;;;;
SEC4 1 4 0 0;Other staff;SEC4 1 4 0;;5.2.422;5.309.000;5.309.000
SEC4 1 4 0 0;Reserves;SEC4 1 4 0 Reserves;;5.2.422;n/a;n/a
SEC4 1 4 0 4;In-service training and staff exchanges;SEC4 1 4 0;;5.2.422;670.500;670.500
SEC4 1 4 0 4;Reserves;SEC4 1 4 0 Reserves;;5.2.422;n/a;n/a
SEC4 1 4 0 5;Other external services;SEC4 1 4 0;;5.2.422;269.500;269.500
SEC4 1 4 0 5;Reserves;SEC4 1 4 0 Reserves;;5.2.422;n/a;n/a
SEC4 1 4 0 6;External services in the linguistic field;SEC4 1 4 0;;5.2.432;10.728.000;10.728.000
SEC4 1 4 0 6;Reserves;SEC4 1 4 0 Reserves;;5.2.432;n/a;n/a
SEC4 1 4 9;Provisional appropriation;SEC4 1 4;;5.2.422;p.m.;p.m.
SEC4 1 4 9;Reserves;SEC4 1 4 Reserves;;5.2.422;n/a;n/a
SEC4 1 6;OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION;SEC4 1;;;5.447.500;5.447.500
SEC4 1 6;Reserves;SEC4 1 Reserves;;;;
SEC4 1 6 1;Expenditure relating to staff management;SEC4 1 6;;;1.747.500;1.747.500
SEC4 1 6 1;Reserves;SEC4 1 6 Reserves;;;;
SEC4 1 6 1 0;Miscellaneous expenditure for staff recruitment;SEC4 1 6 1;;5.2.423;207.000;207.000
SEC4 1 6 1 0;Reserves;SEC4 1 6 1 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 1 2;Further training;SEC4 1 6 1;;5.2.423;1.540.500;1.540.500
SEC4 1 6 1 2;Reserves;SEC4 1 6 1 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 2;Missions;SEC4 1 6;;5.2.45;348.000;348.000
SEC4 1 6 2;Reserves;SEC4 1 6 Reserves;;5.2.45;n/a;n/a
SEC4 1 6 3;Expenditure on staff of the institution;SEC4 1 6;;;263.000;263.000
SEC4 1 6 3;Reserves;SEC4 1 6 Reserves;;;;
SEC4 1 6 3 0;Social welfare;SEC4 1 6 3;;5.2.423;21.000;21.000
SEC4 1 6 3 0;Reserves;SEC4 1 6 3 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 3 2;Social contacts between members of staff and other welfare expenditure;SEC4 1 6 3;;5.2.423;242.000;242.000
SEC4 1 6 3 2;Reserves;SEC4 1 6 3 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 5;Activities relating to all persons working with the institution;SEC4 1 6;;;3.089.000;3.089.000
SEC4 1 6 5;Reserves;SEC4 1 6 Reserves;;;;
SEC4 1 6 5 0;Medical service;SEC4 1 6 5;;5.2.423;181.000;181.000
SEC4 1 6 5 0;Reserves;SEC4 1 6 5 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 5 2;Restaurants and canteens;SEC4 1 6 5;;5.2.423;80.000;80.000
SEC4 1 6 5 2;Reserves;SEC4 1 6 5 Reserves;;5.2.423;n/a;n/a
SEC4 1 6 5 4;Early Childhood Centre;SEC4 1 6 5;;5.2.423;2.828.000;2.828.000
SEC4 1 6 5 4;Reserves;SEC4 1 6 5 Reserves;;5.2.423;n/a;n/a
SEC4 2;BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE;SEC4 E;;;86.455.500;86.455.500
SEC4 2;Reserves;SEC4 E Reserves;;;;
SEC4 2 0;BUILDINGS AND ASSOCIATED COSTS;SEC4 2;;;62.655.000;62.655.000
SEC4 2 0;Reserves;SEC4 2 Reserves;;;;
SEC4 2 0 0;Buildings;SEC4 2 0;;;44.647.500;44.647.500
SEC4 2 0 0;Reserves;SEC4 2 0 Reserves;;;;
SEC4 2 0 0 0;Rent;SEC4 2 0 0;;5.2.441;9.531.500;9.531.500
SEC4 2 0 0 0;Reserves;SEC4 2 0 0 Reserves;;5.2.441;n/a;n/a
SEC4 2 0 0 1;Lease/purchase;SEC4 2 0 0;;5.2.441;32.790.000;32.790.000
SEC4 2 0 0 1;Reserves;SEC4 2 0 0 Reserves;;5.2.441;n/a;n/a
SEC4 2 0 0 3;Acquisition of immovable property;SEC4 2 0 0;;5.2.441;p.m.;p.m.
SEC4 2 0 0 3;Reserves;SEC4 2 0 0 Reserves;;5.2.441;n/a;n/a
SEC4 2 0 0 5;Construction of buildings;SEC4 2 0 0;;5.2.441;p.m.;p.m.
SEC4 2 0 0 5;Reserves;SEC4 2 0 0 Reserves;;5.2.441;n/a;n/a
SEC4 2 0 0 7;Fitting-out of premises;SEC4 2 0 0;;5.2.442;1.350.000;1.350.000
SEC4 2 0 0 7;Reserves;SEC4 2 0 0 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 0 8;Studies and technical assistance in connection with building projects;SEC4 2 0 0;;5.2.442;976.000;976.000
SEC4 2 0 0 8;Reserves;SEC4 2 0 0 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 2;Costs relating to buildings;SEC4 2 0;;;18.007.500;18.007.500
SEC4 2 0 2;Reserves;SEC4 2 0 Reserves;;;;
SEC4 2 0 2 2;Cleaning and maintenance;SEC4 2 0 2;;5.2.442;7.962.000;7.962.000
SEC4 2 0 2 2;Reserves;SEC4 2 0 2 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 2 4;Energy consumption;SEC4 2 0 2;;5.2.442;3.852.500;3.852.500
SEC4 2 0 2 4;Reserves;SEC4 2 0 2 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 2 6;Security and surveillance of buildings;SEC4 2 0 2;;5.2.442;5.776.000;5.776.000
SEC4 2 0 2 6;Reserves;SEC4 2 0 2 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 2 8;Insurance;SEC4 2 0 2;;5.2.442;112.000;112.000
SEC4 2 0 2 8;Reserves;SEC4 2 0 2 Reserves;;5.2.442;n/a;n/a
SEC4 2 0 2 9;Other expenditure on buildings;SEC4 2 0 2;;5.2.442;305.000;305.000
SEC4 2 0 2 9;Reserves;SEC4 2 0 2 Reserves;;5.2.442;n/a;n/a
SEC4 2 1;DATA-PROCESSING, EQUIPMENT AND MOVABLE PROPERTY: PURCHASE, HIRE AND MAINTENANCE;SEC4 2;;;18.314.500;18.314.500
SEC4 2 1;Reserves;SEC4 2 Reserves;;;;
SEC4 2 1 0;Equipment, operating costs and services related to data-processing and telecommunications;SEC4 2 1;;;16.022.500;16.022.500
SEC4 2 1 0;Reserves;SEC4 2 1 Reserves;;;;
SEC4 2 1 0 0;Purchase, servicing and maintenance of equipment and software;SEC4 2 1 0;;5.2.47;5.307.500;5.307.500
SEC4 2 1 0 0;Reserves;SEC4 2 1 0 Reserves;;5.2.47;n/a;n/a
SEC4 2 1 0 2;External services for the operation, creation and maintenance of software and systems;SEC4 2 1 0;;5.2.431;9.914.000;9.914.000
SEC4 2 1 0 2;Reserves;SEC4 2 1 0 Reserves;;5.2.431;n/a;n/a
SEC4 2 1 0 3;Telecommunications;SEC4 2 1 0;;5.2.47;801.000;801.000
SEC4 2 1 0 3;Reserves;SEC4 2 1 0 Reserves;;5.2.47;n/a;n/a
SEC4 2 1 2;Furniture;SEC4 2 1;;5.2.47;636.000;636.000
SEC4 2 1 2;Reserves;SEC4 2 1 Reserves;;5.2.47;n/a;n/a
SEC4 2 1 4;Technical equipment and installations;SEC4 2 1;;5.2.47;252.500;252.500
SEC4 2 1 4;Reserves;SEC4 2 1 Reserves;;5.2.47;n/a;n/a
SEC4 2 1 6;Vehicles;SEC4 2 1;;5.2.47;1.403.500;1.403.500
SEC4 2 1 6;Reserves;SEC4 2 1 Reserves;;5.2.47;n/a;n/a
SEC4 2 3;CURRENT ADMINISTRATIVE EXPENDITURE;SEC4 2;;;1.487.500;1.487.500
SEC4 2 3;Reserves;SEC4 2 Reserves;;;;
SEC4 2 3 0;Stationery, office supplies and miscellaneous consumables;SEC4 2 3;;5.2.47;649.500;649.500
SEC4 2 3 0;Reserves;SEC4 2 3 Reserves;;5.2.47;n/a;n/a
SEC4 2 3 1;Financial charges;SEC4 2 3;;5.2.47;50.000;50.000
SEC4 2 3 1;Reserves;SEC4 2 3 Reserves;;5.2.47;n/a;n/a
SEC4 2 3 2;Legal expenses and damages;SEC4 2 3;;5.2.47;20.000;20.000
SEC4 2 3 2;Reserves;SEC4 2 3 Reserves;;5.2.47;n/a;n/a
SEC4 2 3 6;Postal charges;SEC4 2 3;;5.2.47;350.000;350.000
SEC4 2 3 6;Reserves;SEC4 2 3 Reserves;;5.2.47;n/a;n/a
SEC4 2 3 8;Other administrative expenditure;SEC4 2 3;;5.2.47;418.000;418.000
SEC4 2 3 8;Reserves;SEC4 2 3 Reserves;;5.2.47;n/a;n/a
SEC4 2 5;EXPENDITURE ON MEETINGS AND CONFERENCES;SEC4 2;;;587.500;587.500
SEC4 2 5;Reserves;SEC4 2 Reserves;;;;
SEC4 2 5 2;Reception and representation expenses;SEC4 2 5;;5.2.45;149.000;149.000
SEC4 2 5 2;Reserves;SEC4 2 5 Reserves;;5.2.45;n/a;n/a
SEC4 2 5 4;Meetings, congresses and conferences;SEC4 2 5;;5.2.45;291.000;291.000
SEC4 2 5 4;Reserves;SEC4 2 5 Reserves;;5.2.45;n/a;n/a
SEC4 2 5 6;Expenditure on information and on participation in public events;SEC4 2 5;;5.2.46;147.500;147.500
SEC4 2 5 6;Reserves;SEC4 2 5 Reserves;;5.2.46;n/a;n/a
SEC4 2 5 7;Legal information service;SEC4 2 5;;5.2.46;p.m.;p.m.
SEC4 2 5 7;Reserves;SEC4 2 5 Reserves;;5.2.46;n/a;n/a
SEC4 2 7;INFORMATION: ACQUISITION, ARCHIVING, PRODUCTION AND DISTRIBUTION;SEC4 2;;;3.411.000;3.411.000
SEC4 2 7;Reserves;SEC4 2 Reserves;;;;
SEC4 2 7 0;Limited consultations, studies and surveys;SEC4 2 7;;5.2.46;p.m.;p.m.
SEC4 2 7 0;Reserves;SEC4 2 7 Reserves;;5.2.46;n/a;n/a
SEC4 2 7 2;Documentation, library and archiving expenditure;SEC4 2 7;;5.2.46;1.349.000;1.349.000
SEC4 2 7 2;Reserves;SEC4 2 7 Reserves;;5.2.46;n/a;n/a
SEC4 2 7 4;Production and distribution;SEC4 2 7;;;2.062.000;2.062.000
SEC4 2 7 4;Reserves;SEC4 2 7 Reserves;;;;
SEC4 2 7 4 0;Official Journal;SEC4 2 7 4;;5.2.46;650.000;650.000
SEC4 2 7 4 0;Reserves;SEC4 2 7 4 Reserves;;5.2.46;n/a;n/a
SEC4 2 7 4 1;General publications;SEC4 2 7 4;;5.2.46;1.412.000;1.412.000
SEC4 2 7 4 1;Reserves;SEC4 2 7 4 Reserves;;5.2.46;n/a;n/a
SEC4 3;EXPENDITURE RESULTING FROM SPECIAL FUNCTIONS CARRIED OUT BY THE INSTITUTION;SEC4 E;;;52.000;52.000
SEC4 3;Reserves;SEC4 E Reserves;;;;
SEC4 3 7;EXPENDITURE RELATING TO CERTAIN INSTITUTIONS AND BODIES;SEC4 3;;;52.000;52.000
SEC4 3 7;Reserves;SEC4 3 Reserves;;;;
SEC4 3 7 1;Special expenditure of the Court of Justice of the European Union;SEC4 3 7;;;52.000;52.000
SEC4 3 7 1;Reserves;SEC4 3 7 Reserves;;;;
SEC4 3 7 1 0;Court’s expenses;SEC4 3 7 1;;5.2.4SPEC;52.000;52.000
SEC4 3 7 1 0;Reserves;SEC4 3 7 1 Reserves;;5.2.4SPEC;n/a;n/a
SEC4 3 7 1 1;Arbitration Committee provided for in Article 18 of the Euratom Treaty;SEC4 3 7 1;;5.2.4SPEC;p.m.;p.m.
SEC4 3 7 1 1;Reserves;SEC4 3 7 1 Reserves;;5.2.4SPEC;n/a;n/a
SEC4 10;OTHER EXPENDITURE;SEC4 E;;;;
SEC4 10;Reserves;SEC4 E Reserves;;;;
SEC4 10 0;PROVISIONAL APPROPRIATIONS;SEC4 10;reserve;;p.m.;p.m.
SEC4 10 0;Reserves;SEC4 10 Reserves;reserve;;n/a;n/a
SEC4 10 1;CONTINGENCY RESERVE;SEC4 10;;5.2.47;p.m.;p.m.
SEC4 10 1;Reserves;SEC4 10 Reserves;;5.2.47;n/a;n/a
SEC5;SECTION V — COURT OF AUDITORS;;;n/a;n/a;n/a
SEC5;Reserves;;;n/a;n/a;n/a
SEC5 E;EXPENDITURE;;;;133.497.575;133.497.575
SEC5 E;Reserves;;;;;
SEC5 1;PERSONS WORKING WITH THE INSTITUTION;SEC5 E;;;118.762.575;118.762.575
SEC5 1;Reserves;SEC5 E Reserves;;;;
SEC5 1 0;MEMBERS OF THE INSTITUTION;SEC5 1;;;15.175.000;15.175.000
SEC5 1 0;Reserves;SEC5 1 Reserves;;;;
SEC5 1 0 0;Remuneration and other entitlements;SEC5 1 0;;;9.244.000;9.244.000
SEC5 1 0 0;Reserves;SEC5 1 0 Reserves;;;;
SEC5 1 0 0 0;Remuneration, allowances and pensions;SEC5 1 0 0;;5.2.51;8.687.000;8.687.000
SEC5 1 0 0 0;Reserves;SEC5 1 0 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 0 2;Entitlements on entering and leaving the service;SEC5 1 0 0;;5.2.51;557.000;557.000
SEC5 1 0 0 2;Reserves;SEC5 1 0 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 2;Temporary allowances;SEC5 1 0;;5.2.51;1.957.000;1.957.000
SEC5 1 0 2;Reserves;SEC5 1 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 3;Pensions;SEC5 1 0;;5.2.51;3.584.000;3.584.000
SEC5 1 0 3;Reserves;SEC5 1 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 4;Missions;SEC5 1 0;;5.2.51;319.000;319.000
SEC5 1 0 4;Reserves;SEC5 1 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 6;Training;SEC5 1 0;;5.2.51;71.000;71.000
SEC5 1 0 6;Reserves;SEC5 1 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 0 9;Provisional appropriation;SEC5 1 0;;5.2.51;p.m.;p.m.
SEC5 1 0 9;Reserves;SEC5 1 0 Reserves;;5.2.51;n/a;n/a
SEC5 1 2;OFFICIALS AND TEMPORARY STAFF;SEC5 1;;;93.179.575;93.179.575
SEC5 1 2;Reserves;SEC5 1 Reserves;;;;
SEC5 1 2 0;Remuneration and other entitlements;SEC5 1 2;;;93.179.575;93.179.575
SEC5 1 2 0;Reserves;SEC5 1 2 Reserves;;;;
SEC5 1 2 0 0;Remuneration and allowances;SEC5 1 2 0;;5.2.521;91.758.575;91.758.575
SEC5 1 2 0 0;Reserves;SEC5 1 2 0 Reserves;;5.2.521;n/a;n/a
SEC5 1 2 0 2;Paid overtime;SEC5 1 2 0;;5.2.521;416.000;416.000
SEC5 1 2 0 2;Reserves;SEC5 1 2 0 Reserves;;5.2.521;n/a;n/a
SEC5 1 2 0 4;Entitlements on entering the service, transfer and leaving the service;SEC5 1 2 0;;5.2.523;1.005.000;1.005.000
SEC5 1 2 0 4;Reserves;SEC5 1 2 0 Reserves;;5.2.523;n/a;n/a
SEC5 1 2 2;Allowances upon early termination of service;SEC5 1 2;;;;
SEC5 1 2 2;Reserves;SEC5 1 2 Reserves;;;;
SEC5 1 2 2 0;Allowances for staff retired in the interests of the service;SEC5 1 2 2;;5.2.521;p.m.;p.m.
SEC5 1 2 2 0;Reserves;SEC5 1 2 2 Reserves;;5.2.521;n/a;n/a
SEC5 1 2 2 2;Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff;SEC5 1 2 2;;5.2.521;p.m.;p.m.
SEC5 1 2 2 2;Reserves;SEC5 1 2 2 Reserves;;5.2.521;n/a;n/a
SEC5 1 2 9;Provisional appropriation;SEC5 1 2;;5.2.521;p.m.;p.m.
SEC5 1 2 9;Reserves;SEC5 1 2 Reserves;;5.2.521;n/a;n/a
SEC5 1 4;OTHER STAFF AND EXTERNAL SERVICES;SEC5 1;;;4.096.000;4.096.000
SEC5 1 4;Reserves;SEC5 1 Reserves;;;;
SEC5 1 4 0;Other staff and external persons;SEC5 1 4;;;4.096.000;4.096.000
SEC5 1 4 0;Reserves;SEC5 1 4 Reserves;;;;
SEC5 1 4 0 0;Other staff;SEC5 1 4 0;;5.2.522;2.743.000;2.743.000
SEC5 1 4 0 0;Reserves;SEC5 1 4 0 Reserves;;5.2.522;n/a;n/a
SEC5 1 4 0 4;In-service training and staff exchanges;SEC5 1 4 0;;5.2.522;987.000;987.000
SEC5 1 4 0 4;Reserves;SEC5 1 4 0 Reserves;;5.2.522;n/a;n/a
SEC5 1 4 0 5;Other external services;SEC5 1 4 0;;5.2.522;40.000;40.000
SEC5 1 4 0 5;Reserves;SEC5 1 4 0 Reserves;;5.2.522;n/a;n/a
SEC5 1 4 0 6;External services in the linguistic field;SEC5 1 4 0;;5.2.532;326.000;326.000
SEC5 1 4 0 6;Reserves;SEC5 1 4 0 Reserves;;5.2.532;n/a;n/a
SEC5 1 4 9;Provisional appropriation;SEC5 1 4;;5.2.522;p.m.;p.m.
SEC5 1 4 9;Reserves;SEC5 1 4 Reserves;;5.2.522;n/a;n/a
SEC5 1 6;OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION;SEC5 1;;;6.312.000;6.312.000
SEC5 1 6;Reserves;SEC5 1 Reserves;;;;
SEC5 1 6 1;Expenditure relating to staff management;SEC5 1 6;;;766.000;766.000
SEC5 1 6 1;Reserves;SEC5 1 6 Reserves;;;;
SEC5 1 6 1 0;Miscellaneous expenditure on recruitment;SEC5 1 6 1;;5.2.523;48.000;48.000
SEC5 1 6 1 0;Reserves;SEC5 1 6 1 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 1 2;Further training for staff;SEC5 1 6 1;;5.2.523;718.000;718.000
SEC5 1 6 1 2;Reserves;SEC5 1 6 1 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 2;Missions;SEC5 1 6;;5.2.55;3.700.000;3.700.000
SEC5 1 6 2;Reserves;SEC5 1 6 Reserves;;5.2.55;n/a;n/a
SEC5 1 6 3;Assistance for staff of the institution;SEC5 1 6;;;108.000;108.000
SEC5 1 6 3;Reserves;SEC5 1 6 Reserves;;;;
SEC5 1 6 3 0;Social welfare;SEC5 1 6 3;;5.2.523;25.000;25.000
SEC5 1 6 3 0;Reserves;SEC5 1 6 3 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 3 2;Social contacts between members of staff and other welfare expenditure;SEC5 1 6 3;;5.2.523;83.000;83.000
SEC5 1 6 3 2;Reserves;SEC5 1 6 3 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 5;Activities relating to all persons working with the institution;SEC5 1 6;;;1.738.000;1.738.000
SEC5 1 6 5;Reserves;SEC5 1 6 Reserves;;;;
SEC5 1 6 5 0;Medical service;SEC5 1 6 5;;5.2.523;101.000;101.000
SEC5 1 6 5 0;Reserves;SEC5 1 6 5 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 5 2;Restaurants and canteens;SEC5 1 6 5;;5.2.523;55.000;55.000
SEC5 1 6 5 2;Reserves;SEC5 1 6 5 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 5 4;Early Childhood Centre;SEC5 1 6 5;;5.2.523;1.512.000;1.512.000
SEC5 1 6 5 4;Reserves;SEC5 1 6 5 Reserves;;5.2.523;n/a;n/a
SEC5 1 6 5 5;PMO expenditure on the management of matters concerning Court staff;SEC5 1 6 5;;5.2.533;70.000;70.000
SEC5 1 6 5 5;Reserves;SEC5 1 6 5 Reserves;;5.2.533;n/a;n/a
SEC5 2;BUILDINGS, MOVABLE PROPERTY, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE;SEC5 E;;;14.735.000;14.735.000
SEC5 2;Reserves;SEC5 E Reserves;;;;
SEC5 2 0;BUILDINGS AND ASSOCIATED COSTS;SEC5 2;;;3.350.000;3.350.000
SEC5 2 0;Reserves;SEC5 2 Reserves;;;;
SEC5 2 0 0;Buildings;SEC5 2 0;;;942.000;942.000
SEC5 2 0 0;Reserves;SEC5 2 0 Reserves;;;;
SEC5 2 0 0 0;Rent;SEC5 2 0 0;;5.2.541;181.000;181.000
